order_id,customer_id,location_id,order_date,ship_date,ship_mode,order_priority
IN-2012-RR1931558-41194,RR-1931558,1725,2012-10-12,2012-10-18,Standard Class,Medium
IN-2012-RR193157-41081,RR-193157,102,2012-06-21,2012-06-26,Standard Class,High
IN-2012-RR1952527-41162,RR-1952527,770,2012-09-10,2012-09-12,Second Class,High
IN-2012-RS194201-41137,RS-194201,2,2012-08-16,2012-08-18,First Class,Critical
IN-2012-RS19765113-41244,RS-19765113,2634,2012-12-01,2012-12-06,Standard Class,High
IN-2012-RW195407-40998,RW-195407,135,2012-03-30,2012-04-03,Standard Class,Medium
IN-2012-SA2083027-41080,SA-2083027,564,2012-06-20,2012-06-24,Standard Class,High
IN-2012-SA2083027-41129,SA-2083027,598,2012-08-08,2012-08-12,Standard Class,Medium
IN-2012-SB2017027-41153,SB-2017027,714,2012-09-01,2012-09-02,First Class,Critical
IN-2012-SB2017027-41208,SB-2017027,562,2012-10-26,2012-10-28,Second Class,Medium
IN-2012-SB2018559-41157,SB-2018559,1753,2012-09-05,2012-09-08,Second Class,Medium
IN-2012-SB20290144-41087,SB-20290144,3830,2012-06-27,2012-07-01,Standard Class,Medium
IN-2012-SC2002066-40960,SC-2002066,2060,2012-02-21,2012-02-25,Standard Class,Medium
IN-2012-SC200507-41249,SC-200507,102,2012-12-06,2012-12-10,Standard Class,High
IN-2012-SC20095127-41040,SC-20095127,2807,2012-05-11,2012-05-16,Standard Class,Medium
IN-2012-SC200957-41170,SC-200957,135,2012-09-18,2012-09-23,Standard Class,Medium
IN-2012-SC2023058-41081,SC-2023058,1698,2012-06-21,2012-06-25,Standard Class,Medium
IN-2012-SC2044027-41087,SC-2044027,755,2012-06-27,2012-07-01,Standard Class,Medium
IN-2012-SC2057559-41146,SC-2057559,1786,2012-08-25,2012-08-28,First Class,High
IN-2012-SC20680102-40919,SC-20680102,2478,2012-01-11,2012-01-16,Standard Class,Medium
IN-2012-SC2068021-40975,SC-2068021,473,2012-03-07,2012-03-12,Standard Class,Medium
IN-2012-SC2068027-41222,SC-2068027,758,2012-11-09,2012-11-12,First Class,High
IN-2012-SC206807-41145,SC-206807,85,2012-08-24,2012-08-30,Standard Class,Medium
IN-2012-SC2069559-41248,SC-2069559,1751,2012-12-05,2012-12-11,Standard Class,Medium
IN-2012-SC2072558-41118,SC-2072558,1708,2012-07-28,2012-08-02,Standard Class,Medium
IN-2012-SC2077058-41153,SC-2077058,1647,2012-09-01,2012-09-05,Standard Class,Medium
IN-2012-SC2077058-41235,SC-2077058,1611,2012-11-22,2012-11-24,Second Class,High
IN-2012-SC2077058-41256,SC-2077058,1659,2012-12-13,2012-12-16,Second Class,Medium
IN-2012-SC207707-41062,SC-207707,90,2012-06-02,2012-06-05,First Class,High
IN-2012-SC2080011-41069,SC-2080011,149,2012-06-09,2012-06-13,Standard Class,High
IN-2012-SE2011058-41249,SE-2011058,1666,2012-12-06,2012-12-10,Standard Class,High
IN-2012-SF200657-41062,SF-200657,97,2012-06-02,2012-06-05,Second Class,Medium
IN-2012-SF2020027-40939,SF-2020027,571,2012-01-31,2012-02-06,Standard Class,Medium
IN-2012-SF2020027-41230,SF-2020027,793,2012-11-17,2012-11-24,Standard Class,Medium
IN-2012-SF209657-41137,SF-209657,85,2012-08-16,2012-08-16,Same Day,Critical
IN-2012-SG2008058-41208,SG-2008058,1622,2012-10-26,2012-10-30,Standard Class,Medium
IN-2012-SG2060527-41081,SG-2060527,779,2012-06-21,2012-06-23,Second Class,High
IN-2012-SG206057-40978,SG-206057,102,2012-03-10,2012-03-14,Standard Class,Medium
IN-2012-SJ2021527-41211,SJ-2021527,630,2012-10-29,2012-10-31,Second Class,Critical
IN-2012-SJ20500113-41138,SJ-20500113,2634,2012-08-17,2012-08-21,Standard Class,Medium
IN-2012-SN2056027-41143,SN-2056027,568,2012-08-22,2012-08-26,Standard Class,Medium
IN-2012-SN2056058-41132,SN-2056058,1683,2012-08-11,2012-08-13,First Class,Critical
IN-2012-SN207107-41174,SN-207107,122,2012-09-22,2012-09-26,Standard Class,High
IN-2012-SP2062011-41262,SP-2062011,147,2012-12-19,2012-12-24,Standard Class,Medium
IN-2012-SP2086058-40950,SP-2086058,1633,2012-02-11,2012-02-15,Standard Class,High
IN-2012-SP2092027-41205,SP-2092027,720,2012-10-23,2012-10-25,Second Class,High
IN-2012-SP2092058-41219,SP-2092058,1712,2012-11-06,2012-11-08,First Class,High
IN-2012-SS2014027-41081,SS-2014027,587,2012-06-21,2012-06-25,Standard Class,High
IN-2012-SS2041058-41228,SS-2041058,1657,2012-11-15,2012-11-15,Same Day,Critical
IN-2012-SS2051527-41200,SS-2051527,778,2012-10-18,2012-10-21,Second Class,Medium
IN-2012-SS2087527-40995,SS-2087527,598,2012-03-27,2012-04-01,Standard Class,Medium
IN-2012-ST2053058-41058,ST-2053058,1614,2012-05-29,2012-06-02,Second Class,Medium
IN-2012-ST2053058-41150,ST-2053058,1689,2012-08-29,2012-08-31,Second Class,High
IN-2012-SV2078559-41011,SV-2078559,1770,2012-04-12,2012-04-16,Standard Class,Medium
IN-2012-SV2081566-41139,SV-2081566,2060,2012-08-18,2012-08-22,Standard Class,High
IN-2012-SW2027527-41076,SW-2027527,581,2012-06-16,2012-06-18,Second Class,High
IN-2012-SW2035059-41067,SW-2035059,1757,2012-06-07,2012-06-12,Standard Class,Medium
IN-2012-SW20455127-40913,SW-20455127,2807,2012-01-05,2012-01-11,Standard Class,Low
IN-2012-SW2045559-41215,SW-2045559,1787,2012-11-02,2012-11-06,Standard Class,High
IN-2012-SZ20035130-40996,SZ-20035130,2827,2012-03-28,2012-03-30,First Class,Medium
IN-2012-SZ2003527-41221,SZ-2003527,784,2012-11-08,2012-11-10,Second Class,Medium
IN-2012-TA2138558-41087,TA-2138558,1701,2012-06-27,2012-07-01,Second Class,Medium
IN-2012-TA213857-41237,TA-213857,119,2012-11-24,2012-11-24,Same Day,High
IN-2012-TB2117558-41270,TB-2117558,1613,2012-12-27,2012-12-30,Second Class,Medium
IN-2012-TB2117592-41138,TB-2117592,2368,2012-08-17,2012-08-22,Standard Class,Medium
IN-2012-TB213557-41066,TB-213557,107,2012-06-06,2012-06-11,Second Class,Medium
IN-2012-TB2140058-41179,TB-2140058,1613,2012-09-27,2012-10-01,Standard Class,Medium
IN-2012-TB2152059-41207,TB-2152059,1780,2012-10-25,2012-10-30,Standard Class,High
IN-2012-TB215207-41083,TB-215207,122,2012-06-23,2012-06-28,Second Class,Medium
IN-2012-TB215207-41215,TB-215207,95,2012-11-02,2012-11-08,Standard Class,Medium
IN-2012-TB2162588-41177,TB-2162588,2288,2012-09-25,2012-10-02,Standard Class,Low
IN-2012-TC2098027-41034,TC-2098027,779,2012-05-05,2012-05-09,Standard Class,High
IN-2012-TC2114527-41178,TC-2114527,713,2012-09-26,2012-09-30,Standard Class,Medium
IN-2012-TC214757-41272,TC-214757,102,2012-12-29,2013-01-03,Standard Class,Medium
IN-2012-TC2153566-41159,TC-2153566,2060,2012-09-07,2012-09-10,Second Class,Medium
IN-2012-TC215357-41170,TC-215357,90,2012-09-18,2012-09-21,First Class,Medium
IN-2012-TD2099558-41177,TD-2099558,1670,2012-09-25,2012-09-27,Second Class,Critical
IN-2012-TG2131027-40953,TG-2131027,732,2012-02-14,2012-02-18,Standard Class,Medium
IN-2012-TH21100102-41153,TH-21100102,2487,2012-09-01,2012-09-03,Second Class,Medium
IN-2012-TH211151-41003,TH-211151,4,2012-04-04,2012-04-09,Standard Class,Medium
IN-2012-TH2123527-41047,TH-2123527,587,2012-05-18,2012-05-18,Same Day,High
IN-2012-TH212357-41139,TH-212357,100,2012-08-18,2012-08-18,Same Day,High
IN-2012-TH212357-41171,TH-212357,123,2012-09-19,2012-09-26,Standard Class,Medium
IN-2012-TH215507-41109,TH-215507,123,2012-07-19,2012-07-21,First Class,Critical
IN-2012-TM2149027-41249,TM-2149027,811,2012-12-06,2012-12-10,Standard Class,Medium
IN-2012-TM2149059-41230,TM-2149059,1770,2012-11-17,2012-11-18,First Class,Critical
IN-2012-TP21130144-41223,TP-21130144,3830,2012-11-10,2012-11-13,First Class,Critical
IN-2012-TP2141592-41131,TP-2141592,2366,2012-08-10,2012-08-12,First Class,High
IN-2012-TR2132527-41188,TR-2132527,800,2012-10-06,2012-10-09,Second Class,Medium
IN-2012-TR213257-40928,TR-213257,135,2012-01-20,2012-01-24,Second Class,Medium
IN-2012-TS210857-41251,TS-210857,97,2012-12-08,2012-12-10,Second Class,High
IN-2012-TS2116027-40942,TS-2116027,614,2012-02-03,2012-02-08,Standard Class,Medium
IN-2012-TS211607-41179,TS-211607,92,2012-09-27,2012-10-04,Standard Class,Medium
IN-2012-TS2134058-41161,TS-2134058,1661,2012-09-09,2012-09-13,Standard Class,High
IN-2012-TS2134088-41165,TS-2134088,2288,2012-09-13,2012-09-17,Standard Class,Medium
IN-2012-TS2134092-41219,TS-2134092,2371,2012-11-06,2012-11-08,First Class,Critical
IN-2012-TS2137058-41187,TS-2137058,1599,2012-10-05,2012-10-09,Standard Class,Medium
IN-2012-TS2143027-41265,TS-2143027,568,2012-12-22,2012-12-29,Standard Class,Medium
IN-2012-TS214307-41082,TS-214307,89,2012-06-22,2012-06-28,Standard Class,Low
IN-2012-TS21505113-41171,TS-21505113,2634,2012-09-19,2012-09-21,Second Class,High
IN-2012-TS2150559-40990,TS-2150559,1751,2012-03-22,2012-03-25,First Class,High
IN-2012-TS2161058-41150,TS-2161058,1700,2012-08-29,2012-09-02,Standard Class,High
IN-2012-TS216107-41250,TS-216107,90,2012-12-07,2012-12-11,Standard Class,High
IN-2012-TS2161092-40939,TS-2161092,2370,2012-01-31,2012-02-06,Standard Class,Medium
IN-2012-TT212657-41037,TT-212657,131,2012-05-08,2012-05-13,Standard Class,Medium
IN-2012-TT2126592-41247,TT-2126592,2356,2012-12-04,2012-12-07,Second Class,Medium
IN-2012-TW2102527-41138,TW-2102527,779,2012-08-17,2012-08-21,Standard Class,High
IN-2012-TW2102559-41107,TW-2102559,1787,2012-07-17,2012-07-21,Standard Class,Medium
IN-2012-TW210257-40925,TW-210257,93,2012-01-17,2012-01-21,Standard Class,High
IN-2012-TZ21445113-41149,TZ-21445113,2634,2012-08-28,2012-09-02,Standard Class,Medium
IN-2012-TZ2144527-41250,TZ-2144527,571,2012-12-07,2012-12-10,Second Class,High
IN-2012-VD2167059-41269,VD-2167059,1751,2012-12-26,2012-12-28,First Class,High
IN-2012-VD2167088-41030,VD-2167088,2288,2012-05-01,2012-05-06,Standard Class,Medium
IN-2012-VG2179058-40997,VG-2179058,1743,2012-03-29,2012-03-31,Second Class,Medium
IN-2012-VG217907-41186,VG-217907,101,2012-10-04,2012-10-10,Standard Class,Medium
IN-2012-VG2179078-40993,VG-2179078,2115,2012-03-25,2012-03-31,Standard Class,Medium
IN-2012-VG2180558-41122,VG-2180558,1619,2012-08-01,2012-08-06,Standard Class,Medium
IN-2012-VM216857-40992,VM-216857,73,2012-03-24,2012-03-29,Standard Class,Medium
IN-2012-VM216857-41065,VM-216857,123,2012-06-05,2012-06-10,Standard Class,Medium
IN-2012-VM2183558-41240,VM-2183558,1708,2012-11-27,2012-12-02,Second Class,Medium
IN-2012-VM2183558-41248,VM-2183558,1695,2012-12-05,2012-12-10,Standard Class,Medium
IN-2012-VP2173058-41140,VP-2173058,1723,2012-08-19,2012-08-22,Second Class,Medium
IN-2012-VP217307-41166,VP-217307,97,2012-09-14,2012-09-17,Second Class,Critical
IN-2012-VP2176059-41208,VP-2176059,1763,2012-10-26,2012-11-01,Standard Class,Medium
IN-2012-VS218207-41006,VS-218207,135,2012-04-07,2012-04-12,Standard Class,High
IN-2012-VT2170027-41230,VT-2170027,619,2012-11-17,2012-11-19,Second Class,High
IN-2012-VW2177592-41258,VW-2177592,2366,2012-12-15,2012-12-21,Standard Class,Medium
IN-2012-WB2185027-41153,WB-2185027,779,2012-09-01,2012-09-05,Standard Class,Medium
IN-2012-WB2185058-41178,WB-2185058,1657,2012-09-26,2012-10-02,Standard Class,Medium
IN-2012-XP2186592-41244,XP-2186592,2352,2012-12-01,2012-12-06,Standard Class,Medium
IN-2012-YC2189558-41272,YC-2189558,1633,2012-12-29,2013-01-05,Standard Class,Medium
IN-2012-YC2189559-41255,YC-2189559,1766,2012-12-12,2012-12-16,Second Class,High
IN-2012-ZD2192511-41247,ZD-2192511,149,2012-12-04,2012-12-09,Standard Class,High
IN-2012-ZD219257-41171,ZD-219257,97,2012-09-19,2012-09-21,Second Class,Medium
IN-2013-AA1048059-41552,AA-1048059,1770,2013-10-05,2013-10-09,Standard Class,Medium
IN-2013-AA1064559-41587,AA-1064559,1763,2013-11-09,2013-11-11,First Class,Medium
IN-2013-AB1001558-41284,AB-1001558,1665,2013-01-10,2013-01-14,Standard Class,Medium
IN-2013-AB1006027-41450,AB-1006027,743,2013-06-25,2013-06-29,Standard Class,Medium
IN-2013-AB101057-41339,AB-101057,126,2013-03-06,2013-03-10,Standard Class,High
IN-2013-AB101057-41443,AB-101057,89,2013-06-18,2013-06-23,Standard Class,High
IN-2013-AB101057-41626,AB-101057,124,2013-12-18,2013-12-24,Standard Class,Medium
IN-2013-AB10165113-41571,AB-10165113,2634,2013-10-24,2013-10-29,Standard Class,Medium
IN-2013-AB101657-41637,AB-101657,85,2013-12-29,2013-12-31,Second Class,High
IN-2013-AB1060021-41402,AB-1060021,473,2013-05-08,2013-05-11,Second Class,Medium
IN-2013-AB1060027-41296,AB-1060027,691,2013-01-22,2013-01-26,Second Class,Medium
IN-2013-AC1061592-41618,AC-1061592,2352,2013-12-10,2013-12-14,Standard Class,Medium
IN-2013-AD101807-41552,AD-101807,135,2013-10-05,2013-10-09,Standard Class,Medium
IN-2013-AF10870144-41542,AF-10870144,3833,2013-09-25,2013-09-30,Standard Class,Medium
IN-2013-AF10885144-41542,AF-10885144,3833,2013-09-25,2013-09-29,Standard Class,High
IN-2013-AF1088558-41627,AF-1088558,1675,2013-12-19,2013-12-23,Standard Class,High
IN-2013-AF1088559-41488,AF-1088559,1771,2013-08-02,2013-08-07,Standard Class,Medium
IN-2013-AG1027027-41285,AG-1027027,596,2013-01-11,2013-01-18,Standard Class,Medium
IN-2013-AG1027058-41376,AG-1027058,1712,2013-04-12,2013-04-17,Standard Class,High
IN-2013-AG1033027-41396,AG-1033027,764,2013-05-02,2013-05-08,Standard Class,Low
IN-2013-AG1076559-41615,AG-1076559,1768,2013-12-07,2013-12-10,Second Class,High
IN-2013-AG109007-41401,AG-109007,90,2013-05-07,2013-05-10,First Class,Medium
IN-2013-AH1003027-41618,AH-1003027,571,2013-12-10,2013-12-12,First Class,High
IN-2013-AH1007558-41474,AH-1007558,1621,2013-07-19,2013-07-25,Standard Class,Medium
IN-2013-AH101957-41521,AH-101957,134,2013-09-04,2013-09-10,Standard Class,Medium
IN-2013-AH104657-41516,AH-104657,135,2013-08-30,2013-09-04,Second Class,Medium
IN-2013-AH1069027-41619,AH-1069027,571,2013-12-11,2013-12-16,Standard Class,Medium
IN-2013-AH106907-41636,AH-106907,90,2013-12-28,2014-01-01,Second Class,Medium
IN-2013-AI108557-41455,AI-108557,90,2013-06-30,2013-07-06,Standard Class,Low
IN-2013-AJ1094558-41299,AJ-1094558,1682,2013-01-25,2013-01-29,Standard Class,Medium
IN-2013-AJ109457-41600,AJ-109457,90,2013-11-22,2013-11-29,Standard Class,Low
IN-2013-AM1036059-41409,AM-1036059,1770,2013-05-15,2013-05-15,Same Day,High
IN-2013-AM1070527-41535,AM-1070527,770,2013-09-18,2013-09-22,Standard Class,High
IN-2013-AM1070527-41621,AM-1070527,650,2013-12-13,2013-12-15,Second Class,Critical
IN-2013-AO1081058-41460,AO-1081058,1685,2013-07-05,2013-07-07,First Class,Medium
IN-2013-AO108107-41398,AO-108107,102,2013-05-04,2013-05-09,Standard Class,Medium
IN-2013-AP1072092-41409,AP-1072092,2364,2013-05-15,2013-05-17,Second Class,Critical
IN-2013-AP1072092-41433,AP-1072092,2355,2013-06-08,2013-06-13,Standard Class,Medium
IN-2013-AP1091527-41509,AP-1091527,630,2013-08-23,2013-08-25,First Class,High
IN-2013-AP109157-41424,AP-109157,90,2013-05-30,2013-06-03,Standard Class,Medium
IN-2013-AP1091592-41398,AP-1091592,2345,2013-05-04,2013-05-08,Standard Class,Medium
IN-2013-AR1034527-41498,AR-1034527,590,2013-08-12,2013-08-17,Second Class,Medium
IN-2013-AR1034558-41531,AR-1034558,1611,2013-09-14,2013-09-18,Standard Class,Medium
IN-2013-AR1034559-41598,AR-1034559,1751,2013-11-20,2013-11-20,Same Day,High
IN-2013-AR1051027-41339,AR-1051027,793,2013-03-06,2013-03-06,Same Day,Critical
IN-2013-AR1051058-41397,AR-1051058,1699,2013-05-03,2013-05-09,Standard Class,Medium
IN-2013-AR1051058-41497,AR-1051058,1694,2013-08-11,2013-08-16,Standard Class,Medium
IN-2013-AR105107-41293,AR-105107,93,2013-01-19,2013-01-24,Standard Class,Medium
IN-2013-AR105107-41614,AR-105107,102,2013-12-06,2013-12-08,Second Class,High
IN-2013-AR1054058-41275,AR-1054058,1694,2013-01-01,2013-01-05,Standard Class,High
IN-2013-AR1054058-41550,AR-1054058,1739,2013-10-03,2013-10-08,Second Class,High
IN-2013-AR1057058-41441,AR-1057058,1633,2013-06-16,2013-06-21,Standard Class,High
IN-2013-AR1057058-41632,AR-1057058,1707,2013-12-24,2013-12-28,Standard Class,Medium
IN-2013-AS1009027-41321,AS-1009027,793,2013-02-16,2013-02-20,Standard Class,Medium
IN-2013-AS1013527-41573,AS-1013527,571,2013-10-26,2013-10-26,Same Day,Medium
IN-2013-AS10225144-41476,AS-10225144,3830,2013-07-21,2013-07-26,Standard Class,High
IN-2013-AS102257-41517,AS-102257,135,2013-08-31,2013-09-05,Standard Class,Medium
IN-2013-AS10240102-41494,AS-10240102,2487,2013-08-08,2013-08-08,Same Day,Critical
IN-2013-AS1024058-41580,AS-1024058,1715,2013-11-02,2013-11-04,Second Class,Medium
IN-2013-AS1028558-41354,AS-1028558,1628,2013-03-21,2013-03-24,First Class,Medium
IN-2013-AS1063058-41496,AS-1063058,1742,2013-08-10,2013-08-15,Standard Class,Medium
IN-2013-AT1043558-41607,AT-1043558,1635,2013-11-29,2013-12-03,Standard Class,High
IN-2013-AT10735144-41296,AT-10735144,3834,2013-01-22,2013-01-22,Same Day,High
IN-2013-AW1084027-41444,AW-1084027,666,2013-06-19,2013-06-23,Standard Class,Medium
IN-2013-AY1055511-41451,AY-1055511,154,2013-06-26,2013-07-02,Standard Class,Medium
IN-2013-BB1099092-41338,BB-1099092,2352,2013-03-05,2013-03-07,Second Class,High
IN-2013-BC1112592-41401,BC-1112592,2361,2013-05-07,2013-05-10,First Class,Medium
IN-2013-BD1150059-41552,BD-1150059,1751,2013-10-05,2013-10-08,First Class,High
IN-2013-BD1156088-41429,BD-1156088,2288,2013-06-04,2013-06-06,First Class,Critical
IN-2013-BD116357-41625,BD-116357,122,2013-12-17,2013-12-22,Standard Class,High
IN-2013-BD1172511-41541,BD-1172511,154,2013-09-24,2013-09-30,Standard Class,Medium
IN-2013-BD117257-41578,BD-117257,90,2013-10-31,2013-11-04,Standard Class,Medium
IN-2013-BE11335144-41514,BE-11335144,3830,2013-08-28,2013-08-28,Same Day,High
IN-2013-BE1133527-41452,BE-1133527,774,2013-06-27,2013-06-29,First Class,High
IN-2013-BE1141058-41544,BE-1141058,1621,2013-09-27,2013-09-29,First Class,High
IN-2013-BE114107-41367,BE-114107,90,2013-04-03,2013-04-06,Second Class,High
IN-2013-BE1141078-41342,BE-1141078,2122,2013-03-09,2013-03-13,Standard Class,High
IN-2013-BE114557-41543,BE-114557,97,2013-09-26,2013-09-28,First Class,Medium
IN-2013-BF109757-41426,BF-109757,96,2013-06-01,2013-06-05,Second Class,Medium
IN-2013-BF11005102-41359,BF-11005102,2487,2013-03-26,2013-03-30,Standard Class,High
IN-2013-BF1100592-41510,BF-1100592,2371,2013-08-24,2013-08-31,Standard Class,Medium
IN-2013-BF1102058-41556,BF-1102058,1691,2013-10-09,2013-10-14,Standard Class,Medium
IN-2013-BF1117027-41353,BF-1117027,805,2013-03-20,2013-03-24,Standard Class,Medium
IN-2013-BF1121527-41431,BF-1121527,581,2013-06-06,2013-06-07,First Class,High
IN-2013-BF1127592-41633,BF-1127592,2350,2013-12-25,2013-12-25,Same Day,Critical
IN-2013-BG110351-41545,BG-110351,2,2013-09-28,2013-10-04,Standard Class,Low
IN-2013-BG1169527-41353,BG-1169527,793,2013-03-20,2013-03-26,Standard Class,Medium
IN-2013-BG1169558-41436,BG-1169558,1673,2013-06-11,2013-06-15,Second Class,Medium
IN-2013-BG1169578-41394,BG-1169578,2114,2013-04-30,2013-05-05,Standard Class,Medium
IN-2013-BG1174027-41539,BG-1174027,567,2013-09-22,2013-09-28,Standard Class,Low
IN-2013-BG1174058-41440,BG-1174058,1698,2013-06-15,2013-06-17,First Class,Critical
IN-2013-BM1178527-41506,BM-1178527,591,2013-08-20,2013-08-23,Second Class,Medium
IN-2013-BM1178527-41542,BM-1178527,741,2013-09-25,2013-10-01,Standard Class,Medium
IN-2013-BM117857-41593,BM-117857,86,2013-11-15,2013-11-17,Second Class,High
IN-2013-BN1147058-41453,BN-1147058,1729,2013-06-28,2013-06-28,Same Day,High
IN-2013-BN1151527-41578,BN-1151527,768,2013-10-31,2013-11-04,Standard Class,High
IN-2013-BO1135058-41512,BO-1135058,1600,2013-08-26,2013-08-31,Standard Class,Medium
IN-2013-BO1135059-41443,BO-1135059,1763,2013-06-18,2013-06-23,Standard Class,Medium
IN-2013-BO1142558-41370,BO-1142558,1693,2013-04-06,2013-04-11,Second Class,Medium
IN-2013-BP1105027-41369,BP-1105027,653,2013-04-05,2013-04-12,Standard Class,Medium
IN-2013-BP111857-41541,BP-111857,110,2013-09-24,2013-09-26,Second Class,High
IN-2013-BP1123058-41329,BP-1123058,1619,2013-02-24,2013-02-24,Same Day,Critical
IN-2013-BP112907-41550,BP-112907,90,2013-10-03,2013-10-07,Standard Class,High
IN-2013-BS1175592-41591,BS-1175592,2355,2013-11-13,2013-11-18,Standard Class,Medium
IN-2013-BS118007-41613,BS-118007,80,2013-12-05,2013-12-07,Second Class,Critical
IN-2013-BT1153058-41331,BT-1153058,1605,2013-02-26,2013-03-04,Standard Class,Medium
IN-2013-BT11680144-41446,BT-11680144,3830,2013-06-21,2013-06-23,Second Class,Medium
IN-2013-BV1124527-41625,BV-1124527,648,2013-12-17,2013-12-19,Second Class,High
IN-2013-BW1111058-41404,BW-1111058,1724,2013-05-10,2013-05-12,First Class,High
IN-2013-BW1111066-41620,BW-1111066,2006,2013-12-12,2013-12-14,Second Class,Medium
IN-2013-BW111107-41285,BW-111107,135,2013-01-11,2013-01-16,Standard Class,Medium
IN-2013-BW1120027-41556,BW-1120027,741,2013-10-09,2013-10-13,Standard Class,Medium
IN-2013-BW112007-41406,BW-112007,73,2013-05-12,2013-05-16,Standard Class,High
IN-2013-CA1196527-41615,CA-1196527,586,2013-12-07,2013-12-11,Second Class,Medium
IN-2013-CA1205558-41444,CA-1205558,1650,2013-06-19,2013-06-23,Standard Class,High
IN-2013-CA12265113-41403,CA-12265113,2634,2013-05-09,2013-05-13,Standard Class,Medium
IN-2013-CA12265113-41510,CA-12265113,2634,2013-08-24,2013-08-28,Standard Class,Medium
IN-2013-CA1226592-41627,CA-1226592,2355,2013-12-19,2013-12-22,Second Class,Critical
IN-2013-CA1277558-41548,CA-1277558,1613,2013-10-01,2013-10-07,Standard Class,Medium
IN-2013-CA127757-41566,CA-127757,93,2013-10-19,2013-10-24,Standard Class,Medium
IN-2013-CB1253592-41619,CB-1253592,2353,2013-12-11,2013-12-15,Standard Class,Medium
IN-2013-CC1214558-41429,CC-1214558,1672,2013-06-04,2013-06-06,Second Class,High
IN-2013-CC121457-41531,CC-121457,80,2013-09-14,2013-09-17,Second Class,Medium
